214	0	9,5,3,6,7,4
215	0	10,1,2,4,0
216	0	3,7,1,16,9,10
217	1	0,7,2,10,9,1
218	1	3,5,1,12
219	1	7,3,6
220	1	7,2,3,15,5,9
221	1	0,1,10,14,11,4,16,13
222	1	10,9,2,6
223	1	6,0,5,12
224	0	8,7,1,5,6
225	1	5,4,1,3,10,12
226	0	16,0,2,8,11,18
227	0	12,10,5,8,11,7
228	1	15,3,14,2,5,11
229	1	5,0,4,3,13
230	0	14,13,17,15,3
231	1	12,11
232	1	14,19,10,2,3,1,0,4,17
233	0	3,0,5,1,10,12,8,13,14
234	1	3,1,2
235	1	2,5
236	1	0,10,1,11,5
237	1	1,5,3
238	1	15,1,0,7,12
239	0	3,8,7,14,12
240	0	8,11,13,6,7,15,0,4,3,10,16
241	1	8,5,4,1,6,0,3,11
242	1	2,30,32,34,36,1
243	1	6,12,24,4,2,7,27,5,11,0,28,8,21
244	0	1,0,2,3,8,5
245	1	1,0,2
247	1	3,2,7,1,17
248	0	1,0,8,16
249	1	1,0,13,3,14
250	1	13,0,3,12,2
251	1	2,11,12,1,6,5
252	1	9,2,10,0,7,4
253	0	11,8,1,9,3,0
254	1	4,3,1,7,19,11,9,22,21
255	1	1,12,0,9,10
256	1	1,8,0,12,4,10,2
257	1	1,2,12,4,11
258	1	25,0,1
259	0	6,2,4
260	0	2,9,7,14,1,12,0,5,8,6
261	1	3,1,0,6
262	1	0,11,10,6,2
263	1	0,1,7,5,9,17,8,14
264	1	14,1,13,12,8
265	1	4,2,3,13,7,1
266	1	2,3,0,11,1,16
267	1	12,1,14,10,5,6
268	0	1,2,45,17,28,23
269	1	10,9,3,1,4
270	0	2,9,1,4
271	1	6,5,2,4,3,12
272	1	8,7,12,11,2,3
273	0	0,10,9,4,2
274	1	4,3,2,10
275	1	2,5,1,4,12,8,10
276	0	12,3,5,13,14
277	1	0,9,2,7
278	1	3,7,2,0
279	1	1,13,0
280	1	1,3,16,19,22
281	1	9,0,8,3,7
282	1	7,1,2,13,4,9,12,0,3
283	0	1,16,0,12,5,13
284	0	1,3
285	0	6,4,7,3
286	1	3,11,7,2,1,5
287	0	3,6,0,2
288	0	2,9,13,4,3,0
289	1	13,4,1,5,9,10,3,11,0
290	1	11,8,10,6,7
291	1	32,33,10,9,2,14,18,26,1
292	1	14,13,10,6,3,12,4,1
293	1	6,5,3,4,14
294	1	15,2
295	1	3,0,2,8,7
296	0	9,0,10,1,3,6
297	0	34,0,1,25,33,6,20,10,29,19,24,13,8,3,37,28,5,14
298	1	13,0,2,4
299	1	15,8,14,5
300	1	7,1,5,13
301	0	0,5,6,10,3
302	0	10,0,11,5,3
303	1	11,10,3,1,2
304	1	3,8,2,6,15,1,7
305	1	11,3,10,0,2,6,7
306	1	0,8,5,3
307	0	2,23,8,6,0,4,17,18,14,21,12,5,25,10,3,16
308	1	5,4,3,8,16
309	1	4,8,7,1,12,15
310	1	7,8,2,16,5,4,6
311	0	9,4,3,11
312	1	8,12,24,25,3,17,2,43,40,11,42,26,31
313	1	1,5,0,4
314	1	1,12,2,5,3
315	1	9,6,39,18,36,4,10,37,2,12,17,14,20,15,38
316	1	3,2,6,8
317	1	6,13,4,11,2,12
318	1	10,6,11,2,8,4,3,1,20,0,13,16
319	1	1,0,13,5,12
320	0	14,13,1,4,7,8,5
321	1	5,1,15,6,2,14,12
322	1	8,18
323	1	4,3,2,1,15,17,13,5
324	0	5,4,10,3,11,2,0
325	1	14,1,3
326	1	12,2,11,10,9,1,7,8
327	1	7,12,3,9,5,19,1,13,8,6
328	1	4,12,3,10,8,2
329	0	3,1,7,2,0,14,6,4
331	1	9,1,0,10,12,4,7,3
332	1	1,2,0,9,4,7,5,14
333	1	2,3,9,6,8,1,4
334	1	15,14,5,13
335	1	15,6,4,2,5,3,14
336	0	0,2,1,9,3,5,6
337	1	23,4,0,22,14,10,18,2,21,5,20,13
338	1	0,5,11,2,4,10
339	1	3,2,9
340	1	11,10,8,2,0,4,6
341	1	10,2,6,4,3
342	1	0,2,4,3,1
343	1	9,0,2,1,3,8,12
344	1	3,5,2,1,8
345	1	3,0,2,11
346	0	0,1,4,12,15,19,9,6
347	1	4,14,3,1,13,6,9,5,7
348	1	8,2,1,15,4
349	1	7,2,4,1
350	1	1,0,10
351	1	11,10,1,9
352	1	12,11,9,6
353	1	8,3,1,10,11,7,15,0,14
354	1	5,4,2,13,1
355	0	3,11,0,5
356	1	3,11,12,9,2
357	1	4,11,2,5,10
358	1	5,4,1,8,7,10,2
359	1	2,1,8,6,0,5,4
360	1	2,14,1,7,6,9,13
361	1	7,1,5,14,2,17,12,15,6,3,11
362	1	0,13
363	0	1,10,7,6
364	1	3,10,2,1,6
365	0	3,9,8,4
366	1	7,3,10,2,6,1
367	0	6,4,1,11
368	1	0,7,8,2
369	1	2,8,13,1,10,12,17
370	1	16,7,1,5,15,0,4,10,14
371	1	12,3,11,2,10,8
372	1	10,2,1,13,6,3,4
373	1	2,1,0,18,6
374	0	6,1,9,12,4,3
375	1	1,0,4,9
376	0	13,6,3,18,10,4
377	1	8,3,11,7,0,6,10,5
378	0	24,5,25,18,7,1,32,17,22,35,31,15,0,3,34
379	1	1,14,13,5,12
380	1	16,11,3,12,17,4,14,6,2,8,5
381	1	13,12,11,10,1
382	1	0,6,8,2,10
383	1	3,2,0,5,4
384	1	0,1,13,6,11
385	1	5,8,3,13,14
386	1	1,8,3,20,24,13,9,40,33,23
387	0	5,0,7,18
388	0	5,9,3,12,2,11
389	0	12,0,11,9,2,6
390	1	3,17,8,6,7,16,2
391	1	0,2,4,1,7
392	1	5,4,3,11,9
393	1	2,3
394	1	4,3,2,13,6,1,10
395	1	2,11,9,5
396	0	3,10,2,1,7
397	1	2,1,9,0,12
398	1	7,14,13,0
399	1	0,7,15,9,6,19,1,13,12,17
400	1	7,8,0,6,18
401	1	12,5,8,10
402	1	8,14,16,2,5,17,9,21,0,6,10,18,13,11,4
403	1	3,8,2,1
404	1	13,1,12,4,3,6,11,7
405	1	0,1,6,12
406	1	2,3,1,6,5,0
407	1	1,0,7,14,3
408	0	8,5,1,12,6
409	1	14,22,17,24,8,28,19,16
410	1	3,2,7,0,8
411	1	3,1,8,2,11
412	1	5,4,7
413	1	6,9,13,11,1
414	0	11,6,15,16,4,5
415	1	11,2,5,4
416	1	12,8,42,1,26,2,33
417	1	2,3,1,0
418	1	6,2,13,8,4,1
419	1	11,10,4,1,9,2
420	1	11,10,4,9,3,7
421	1	3,2,0,11
422	1	3,4,23,13,8,2,25,5,11,27,21,26,0,12
423	0	5,4,11,2,12,1,8,9,0
424	0	12,13,6,9
425	1	3,6,0,7,2,1,17
426	0	5,13,4,1,19,17,3,18,12,7,2,10,16,14
427	1	5,4,3
428	1	4,11,3,0,6,9,10
429	1	16,17,0,18,2,10,8,20,4,13
430	1	1,2,13,3,4,0,9,10,6
431	1	11,7,0,6,2,1
432	0	2,0,4,3,1
433	1	1,2,3,0
434	0	19,8,16,4,1,7
435	0	2,0,16,12,13,21,4
436	1	2,1,0,10,5,11
437	1	3,2,0,1
438	1	9,3,7,10,5,14,12
439	1	7,2,10,1,17,22
440	0	8,9,1,6
441	1	2,13,10,1,5,4,9,0,7
442	1	9,8,7,5,13,3,0,6,12
443	1	8,21,7,3,5,4,12,14,6,1,19,13
444	1	0,9,5,8,6
445	1	3,2,1,0
446	1	0,11,2,1,9,10
447	0	2,0,5,4,3,13
448	1	7,6,3,9,2,5
449	1	7,14,4,5,16
450	1	2,3,1,17
451	0	13,4,3,12
452	0	1,11,14,3,0
453	1	13,1,14,2,6,8,3
454	1	11,7,16,3
455	1	3,4,5
456	1	0,9,10,7
457	1	0,1,6,2,3
458	0	6,17,23,4,9,2,16,5,3
459	1	2,0,1,7,6
460	0	6,20
461	1	4,2,0
462	1	8,12,6,11,2
463	0	25,16,11,6,14,2,0,17,33,30,21,32,8,1,12,28
464	1	8,7,11,13,6,14,3,4,0
465	0	2,10,1,8,5
466	1	8,0,2,12,7,11,1
467	1	1,0,6
468	1	13,4,6,12,3,16
469	1	2,1,4,0,14
470	1	12,0,4,8
471	1	4,3,9,2,11
472	0	1,3,6,5,10
473	1	1,4,0,5,3,14
474	1	5,0,11,2,7,10,8
475	0	2,4,8,6,1
476	0	7,3,1,2,8
477	1	1,3,4,8,9,10
478	1	15,14,0,6,11,13,1
479	1	7,5,3,13
480	1	4,1,3
481	1	10,1,13,2,11
482	1	1,0,9
483	1	3,9,10,5
484	1	1,0,4,16
485	1	6,11,12,1,2,4,10,3,7
486	1	3,4,1,0
487	1	3,13,5,2,10,15,12
488	1	3,13,2,14,11
489	1	9,8,3,4,1
490	1	5,4,12,0,3
491	0	0,9,8,3,6,4,2
492	1	11,14,10,19,6,7,18,3
493	0	7,2,3,8
494	1	10,1,3,9,0
495	0	10,2,8,12,17,14,16
496	1	4,1,0,8,14,6,10,13
497	1	8,7,14,12
498	1	11,5,12,3,1,10,14
499	0	0,10,5,3,2,15,13,14
500	1	3,2,1,6,15,11
501	1	12,13,22,23,16,26,15,25,3
502	1	7,6,2,13,5,1
503	0	11,0,4,12
504	1	2,7,1,5,0,6,9
505	1	5,7,4
506	1	23,22,3,14,2,0,29,13,10
507	1	4,3,10,2,12,6
508	1	1,0
509	1	4,1,3,2
510	1	4,2,12,1,11
511	1	2,3,1,11
512	1	1,0,11
513	1	1,7,6
514	1	1,0,8,9
515	1	11,0,10,2,9
516	1	4,3,2,0,12,1
517	1	3,10,2,16,19,21,17,23,22,11,1,15
518	1	1,5,8,11,4,9,2
519	0	5,2,4,7,3
520	1	16,15,8
521	0	3,1,6,10,0,12,5,4
522	1	2,1,10,7,0,9
523	1	21,23,0,1,20,22,13
524	1	3,2,5,11
525	1	21,1,20,11,0,14,6,13,18
526	0	8,7,18,17,5,19,15,13,14,10
527	1	6,11,5,1,2
528	0	7,6,0,12
529	1	1,3,0,2,5,8
530	1	1,2
531	1	13,12,6,1,9,4
532	0	9,13
533	1	22,3,6,21,1,2,0,7,18
534	0	4,0,5,2
535	1	1,0,8,6
536	1	4,3,9,5,7
537	0	6,2,8
538	1	4,2,12,5,9,3,11,6
539	0	5,6,3,4,8,2
540	0	5,9,2
541	1	5,4,3,10
542	1	5,1,4,9,3
543	0	2,4,0,1
544	1	9,8,4,0,1,14
545	1	7,6,18,13,25,5,17,4,26,9
1647	0	12,2,3,6,0
1648	0	11,6,7,4,0,9
1649	0	9,3,4,0,6,2,1
1650	0	9,1,11,16,14,29,12,32,2,4
1651	1	1,6,0
1652	1	2,8,1,6,12,0
1653	0	1,0,6,9,4,10
1654	1	3,2,6
1655	1	3,2,7,1,6
1656	1	3,13,12,4,2,14,8
1657	1	3,16,4,2,14,8,17,12
1658	1	0,12,8,1,3,11
1659	1	1,0,5,9
1660	0	7,4,13,15,9,1,11,16
1661	0	6,13,16,4,9,23,19,2,1,15,8,7
1662	1	0,5,10,3,8,14,11,13,12,17
1663	1	3,4,30,26
1664	1	5,4,1,7,2
1665	1	5,4,12,15,1,2,7,0,8,14,3
1666	1	15,12,6,8,20,7,11,19,10
1667	1	2,1,9,0,6
1668	1	5,4,10,2,0
1669	1	20,2,11,9,1,5,7,14,15,19
1670	1	4,0,7,8,15
1671	1	2,7,6
1672	0	18,2,5,15,11,14,25,27,16,6,1,21
1673	1	9,1,2,0,8,3,7,14,4,13,12,6
1674	1	11,2,15,3,1,5,14,17,19,16,0,10
1675	1	17,24,1,13,15,6,8,21,23,2,20,4
1676	1	7,4,1,2,9
1677	1	14,1,15,6,8,12,7
1678	1	1,4,11,6,2,13,12,5
1679	0	2,12
1680	1	6,0,11,5,14,10
1681	1	6,0,11,8,5,10
1682	1	4,0,8,6
1683	1	0,7,4,1,11,15,16
1684	1	6,7,2,13,9
1685	1	6,7,4
1686	0	2,9,7,3,11,5
1687	1	3,2,10,0
1688	1	2,3,10,4,13,5,11,7,15
1689	1	0,3,2,4,10,9,1,11
1690	1	0,3,4,2,8,9,10,1,11,13
1691	1	2,9,1,0,11,3,7
1692	1	0,2,3,7
1693	0	3,5,21,9
1694	1	4,13,5,8,1,14,3
1695	1	6,4,7,8,1,3,0,9
1696	1	6,5,0,8
1697	1	9,4,8,1,2,13,0,7
1698	0	3,8,10
1699	1	5,4,8,1,7,2,10,0
1700	0	13,0,10,1
1701	0	0,1
1702	1	3,2,13,16,14
1703	0	12,1,11,4,3,15,19
1704	1	3,5,2,9
1705	1	3,2,13,1
1706	0	2,0,4
1707	0	1,6,8,4
1708	0	7,8,14,12,10,11,5,3,2,0
1709	0	4,5,11,13,2
1710	1	7,4,8,10
1711	0	12,0,8
1712	1	6,0,5,1
1713	0	9,4,5,10,0,3
1714	1	3,13,9,2,5,4,1,7,11,8,6
1715	1	6,1,7,11,3,2,9,4
1716	1	2,14,22,0,4,7,10,9,23
1717	1	15,5,11,1,14,2,8,10,4,12,13,6
1718	1	5,12,8,1,2,16,11,4,13,14,6,9
1719	0	21,14,5,9,6,10,7,8
1720	1	1,0,12,7,13,8,5,3,4,14
1721	1	1,4,0,15,7,10,16
1722	0	0,1,11,7,3,2
1723	0	7,1,9,0,8
1724	0	20,1,14,3,16,2,19,10,0,12,4
1725	1	15,1,3,14,2,0,9,4,12
1726	0	7,18,3,4,14,0,5,17
1727	1	1,12,2,6,14,13,11,15,7
1728	0	12,3,10,1,7,5,8,14
1729	0	2,0,9,7,4,10,1,13
1730	0	2,0,20,9,17,7,12,4,10,13,1,16
1731	1	7,1,6,11,0,4
1732	0	8,2,7,10,12
1733	1	4,13,10,12,8,2,7,15
1734	1	0,13
1735	0	3,5,0,2
1736	0	10,1,5,9
1737	1	2,0,6,14,4,1
1738	1	0,2,11
1739	1	2,10,4,0
1740	1	2,0,6,5,12,9,4,10
1741	1	2,3,6,9
1742	0	9,10,4,6,11
1743	1	4,12,6,13,15,9
1744	1	2,1,16,0
1745	1	8,7,3,20,2,13,16,19,6,18
1746	0	18,11,14,6,5,17,2,15
1747	0	4,3,5,9,10
1748	0	4,14,12
1749	0	13,6,8,12,4,3,1
1750	1	1,7,11,0,5
1751	0	2,15,11
1752	0	2,3,6,10,11
1753	1	1,15,2,10,12,11,13,5
1754	0	11,1,2,4,5,8
1755	1	8,3,2,0,9,5
1756	1	7,0,8,4,9
1757	1	10,8,2,4,3,13
1758	1	3,2,5,0
1759	1	15,14,5,3,0
1760	0	14,2,5,16,8,0,7
1761	0	2,5,9,8,0,7,13,14
1762	0	4,13,12,5,9,2,0
1763	1	4,1,2
1764	1	4,3,1,10,6
1765	1	3,13,10,15,14
1766	1	1,18,5,2,11,19,3,14,10,9
1767	1	1,8,2,4,7,10,17,6
1768	0	1,3,0,2,10,12,6
1769	0	3,4,6,12,14,7,8,2,1
1770	1	1,5,2,11,15,4,10,20,21
1771	1	4,7,16,10,6,15,2
1772	1	10,12
1773	1	4,6,8,11
1774	0	4,5,3,2,8,13
1775	0	0,7,6
1776	1	1,5,0,11,13,4,8
1777	1	9,5,12,6,16,15,10,3,7,4,1
1778	0	3,0,1,14
1779	0	3,7
1780	0	2,5,33,35,34,0,12,28,1,4,31,25,26,14,9
1781	1	7,2,9,6,1,15
1782	1	9,4,12,8,1,3
1783	1	7,3,2,1,14,15,5
1784	1	9,2,14,1
1785	1	7,1,5,4,14,6,2
1786	0	2,7,3
1787	0	6,1,0,7
1788	1	0,12,21,2,20
1789	1	0,4
1790	1	0,4,6
1791	1	0,2,4
1792	1	10,9,3,8,0
1793	1	4,3,8,10,2,1,12
1794	0	2,11,6,9,10
1795	1	2,3,0,1,15
1796	1	3,2,1,13,12,0,11
1797	1	10,6,4,9,8
1798	1	10,9,5,12,7,2
1799	0	9,12,15
1800	1	2,1,0,8,9,4,12
1801	1	10,4,0,1,9
1802	1	0,14,15,8,5,7,24,19,11,4,18,20
1803	0	3,7,0,16,4,20,14
1804	0	3,0
1805	1	7,12,2,9,11,1
1806	1	10,3,8
1807	1	11,10,15,14,7,6
1808	1	0,5,8,3
1809	1	2,4,3,5,9,7
1810	1	9,8,2,5
1811	1	5,1,3
1812	1	0,1,8,10,16,18,11,19,5,6
1813	1	22,5,1,8,6,0
1814	1	3,2
1815	0	1,5,3
1816	0	2,6,9,0,7
1817	1	4,8,3,2
1818	1	0,1,6,10,16
1819	1	1,0,5,6
1820	1	1,2,3,11,7,4,8
1821	1	1,7,8,6,0,9,5
1822	0	1,0,2,7,5,4
1823	0	10,28,14,21,35,7,9,23,5,38,1,22,11,19,12,3,37
1824	1	4,3,10,2,7,1
1825	1	2,9,5
1826	0	1,7,6,2,5,4,9
1827	1	5,11,12,8,0,2,9
1828	1	0,10,11,2,14
1829	0	13,11,10,2,5
1830	0	7,3,5,1,10,13,14,2
1831	1	0,10,3,7,8
1832	1	5,4,11,0,2,10,8
1833	1	1,6,0,4
1834	1	6,3,8,18,1,15
1835	1	5,4,14
1836	1	5,7
1837	1	3,2,7,1
1838	1	4,11,5,8,3,1
1839	0	8,3,4,1,16,0
1840	0	18,26,0,2,3,15,24
1841	1	7,8,2,1
1842	1	0,9,1,5,2,10,6
1843	1	1,6,4,3,7,0,9,12,2
1844	0	11,13,1,8,10
1845	0	5,12,2,10,14,6
1846	0	2,0,9,11,21,23,15,16,6,3,18,12
1847	0	37,6,18,17,26,36,28,41
1848	1	26,4,15,16,20,17,2,6,29,7
1849	1	14,9,3,2,13,24,10,0,11
1850	0	2,7,0,8,3
1851	0	10,18,14
1852	1	18,2,8,10,16
1853	0	0,3,4,11,14,2,17,10,13,9,1
1854	0	7,4,5,11,10
1855	1	5,1,7
1856	0	2,6,5,10,4,16,11,9
1857	1	6,26,8,13
1858	1	6,3,11,5,16,12,14,20,17,0
1859	1	5,10,7,2,11,4,3,0,1
1860	0	9,5,3,17,6,7,4
1861	0	0,5
1862	0	9,2,15,11,6,16,14
1863	0	13,10,0,7,2,15,1
1864	1	3,1,6,14,12,2,15
1865	1	8,13,4,7
1866	1	6,2,7,4,15,9,3
1867	1	2,14,3,15,19,16,21,8,6,0,18
1868	0	5,2,13
1869	0	2,0,10,16,9
1870	0	9,10,1
1871	1	1,3,11,7
1872	0	21,0,8,14,23,17
1873	0	14,10,5,8,15,7,13,9
1874	1	11,2,10,8,0
1875	1	0,3,13,2
1876	0	3,0,5,8,6,10,13
1877	1	12,11,17,20,14,22
1878	1	19,24,15,8,6,5,4,22,7,0,3,2,9
1879	1	0,10,2,3,4
1880	1	5,1,4
1881	0	5,7,17,19,21
1882	0	13,2
1883	1	1,5,3,15
1884	0	1,15,0,7,12,6
1885	0	10,6,11,5
1886	0	9,6,12,15,17
1887	1	11,8,7,4,9,0,14
1888	1	30,32,34,36,1
1889	1	7,27,6,16,28,4,2,32,5,0,15,34,33
1890	0	1,0,17,11,5,8,2
1891	1	1,0,2
1892	0	1,3,2,4
1893	1	6,5,12,1,22
1894	0	0,5,2
1895	1	10,3,7,4
1896	1	0,4,2,3
1897	0	6,8,2,14,16,17,18,1,9,5,3,12
1898	0	15,2,7,0,4,10,19
1899	0	5,13,9,6,0
1900	0	3,5,2,1,21,22,16
1901	1	1,0,9
1902	1	1,8,0,14,4,10,2
1903	1	1,18,2,12,4,11
1904	1	8,29,0,7,1,23,25,28,2,13,22,10,19,20,27
1905	0	1,2,11,13,0
1906	0	2,17,9,15,7,1,0,5,8,6,14
1907	1	2,6
1908	0	0,17,18,6,2
1909	0	2,0,3,17
1910	0	16,1,15
1911	0	8,14,6,2,4
1912	1	2,3,11,0,7,1
1913	1	9,11,1,14,5,6
1914	0	13,19,24,17,43,34,35,41,0
1915	1	14,13,3,4,1,11,6
1916	1	12,2,7
1917	1	8,11,7,4,2,3,17
1918	0	10,7,9,18
1919	0	3,0,10,9
1920	1	4,3,11,13,2,5,1,15,9,10
1921	1	2,7,1,14,4,10,12
1922	0	17,12,3,5
1923	0	2,0,8,14,11,4
1924	0	14,2,4,9,11,17,20,5
1925	1	7,1,12,8
1926	0	1,21,3,16
1927	1	0,3
1928	1	3,8,14,1,2,15,5,10,13,0,4
1929	0	13,14,2,12,17
1930	1	1,3
1931	0	3,7,5
1932	1	3,11,7,1,9
1933	0	3,6,0,2,10
1934	0	15,4,1,5,16,21,23,13,10,3,9
1935	0	4,1,5,10,14,11,3,0
1936	1	12,9,8,6,7
1937	1	1,34,8,35,12,2,16,20,28,15,33,27,31,3
1938	1	13,10,18,6,12,3,15,4,1,11,0
1939	0	3,4,2,5,6,14
1940	1	22,15,2,14
1941	1	0,8,13,7,14,2
1942	0	9,11,0,13,6,1,3,7,8
1943	0	35,2,0,3,4,26,34,7,21,30,11,20,25,14
1944	1	12,17,0,2,4,1,5
1945	1	21,11,20,8
1946	0	8,5,7,16,1,18,0,14,2,12
1947	0	14,12,2,8
1948	0	13,2,5,0,3
1949	0	3,11,2,1,10
1950	1	10,3,13,8,2,6,14,1,7,5,12,0
1951	1	14,4,13,11,0,3,7
1952	1	0,11,8,5,3
1953	0	22,2,25,23,0,6,8,4,20,19,14
1954	1	3,8,4,15
1955	0	7,16,4,26,13,23,9,1,12
1956	1	7,8,15,5,17,2,6
1957	0	10,3,11,8,15,1
1958	1	8,12,26,25,27,17,36,3,45,2,42,44,11,33,7,28,34,15,19,23,9,0
1959	1	1,5,0,4
1960	1	26,17,1,21,12,2,5,3,14
1961	1	9,18,6,42,39,19,4,40,10,2,12,14,23,15,41,35
1962	1	3,2,6,17,8,9
1963	1	12,6,15,11,4,2,14,10
1964	0	6,5,19,21
1965	1	1,0,14,6,13
1966	0	5,1,10,18,4,12,13,2,7
1967	1	14,5,1,18,6,15,2,12,10
1968	1	7,16
1969	1	5,4,1,16,18,2,14,6,7
1970	0	5,10,4,3,11,2,0,8,6,9
1971	1	1,21,7,10,3,16,18,20,11,6,2
1972	0	14,2,10,9
1973	1	9,14,3,11,5,7,21
1974	0	2,4
1975	0	3,7,4,6,1,9,2,0,16,10
1977	0	7,6,11,1,4,0
1978	0	4,12,7,10,3,17
1979	1	2,3,14,9,13,11,1
1980	1	5,17,13,3,16,0
1981	0	6,5,12,2,4,3
1982	1	1,5,2
1983	0	4,0,14,10,2,18,5,13,20
1984	1	0,7,5,9,13,2,8,4,12,11
1985	0	2,10,3,7,9,1
1986	0	2,0
1987	1	10,11,2,6,4,3
1988	0	4,0,3,2,1,12
1989	0	11,0,1,2,3
1990	0	2,9,14,5,16,7,1,12,17,3
1991	1	3,0,2,5,12
1992	0	0,1,5,13,16,20,10,7
1993	0	4,14,3,1
1994	1	7,2,1,10,4
1995	0	3,2,8,12,14,5,1,10,11
1996	1	2,0,11
1997	0	1,13,10,2
